Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume MON,Volume AJPY
2018-05-25,MONAJPY,375.2,383.4,366.1,369.1,104150.0,38963527.8
2018-05-24,MONAJPY,372.1,387.8,363.5,375.2,69181.0,25825165.8
2018-05-23,MONAJPY,377.2,399.9,363.5,372.1,107871.0,40806448.1
2018-05-22,MONAJPY,396.9,399,375.5,377.2,45359.0,17576902.8
2018-05-21,MONAJPY,406,408.6,390,396.9,44649.0,17920699.6
2018-05-20,MONAJPY,400,410,395,406,72075.0,29007728.8
2018-05-19,MONAJPY,412,417.6,396,400,94987.0,38889366.8
2018-05-18,MONAJPY,370.1,440,370.1,412,291965.0,117069532.8
2018-05-17,MONAJPY,417.5,423.6,365.2,370.1,207677.0,81595284.8
2018-05-16,MONAJPY,440.5,445,403.3,417.5,91276.0,38452883.0
2018-05-15,MONAJPY,450,457.9,440.5,440.5,67844.0,30462849.2
2018-05-14,MONAJPY,465.8,472,436.5,450,112827.0,51068789.2
2018-05-13,MONAJPY,438,475,430.6,465.8,73618.0,33016151.6
2018-05-12,MONAJPY,421.3,458,415.4,438,113141.0,49256113.9
2018-05-11,MONAJPY,472.1,482,410.2,421.3,178012.0,79534918.3
2018-05-10,MONAJPY,498.2,504,470,472.1,94013.0,45913801.9
2018-05-09,MONAJPY,493.8,510,468.6,498.2,113067.0,55631555.0
2018-05-08,MONAJPY,497.7,544,488,493.8,205318.0,105648093.5
2018-05-07,MONAJPY,540,544,477,497.7,237582.0,117701968.7
2018-05-06,MONAJPY,566,567.9,524,540,135461.0,73989462.3
2018-05-05,MONAJPY,561.1,572,560,566,112376.0,63550336.0
2018-05-04,MONAJPY,575.4,576.5,560,561.1,74057.0,41875730.1
2018-05-03,MONAJPY,568.1,578,562,575.4,127484.0,72735613.4
2018-05-02,MONAJPY,556.1,579.9,553,568.1,159272.0,90314074.7
2018-05-01,MONAJPY,574.8,579.2,535,556.1,157671.0,86583593.5
2018-04-30,MONAJPY,586,598,563,574.8,162644.0,93662711.9
2018-04-29,MONAJPY,595,603,550,586,205170.0,118459549.9
2018-04-28,MONAJPY,611.3,615.7,565,595,308232.0,183247321.9
2018-04-27,MONAJPY,554.5,649.3,554.5,611.3,752341.0,463820108.6
2018-04-26,MONAJPY,473.4,588,470.9,554.5,782689.0,423300902.1
2018-04-25,MONAJPY,497,510,433.7,473.4,451587.0,215920953.7
2018-04-24,MONAJPY,439.5,497,437.9,497,169959.0,77577404.2
2018-04-23,MONAJPY,430,441.3,430,439.5,63796.0,27864978.6
2018-04-22,MONAJPY,428.6,444,425.1,430,60531.0,26266879.5
2018-04-21,MONAJPY,452.2,454.3,408,428.6,173069.0,75032730.3
2018-04-20,MONAJPY,436.6,468,417.2,452.2,201872.0,88735052.2
2018-04-19,MONAJPY,404.8,441.2,396.6,436.6,244846.0,102392638.0
2018-04-18,MONAJPY,374,404.9,372.5,404.8,91833.0,35964100.6
2018-04-17,MONAJPY,383.9,390,360.6,374,72873.0,27424056.7
2018-04-16,MONAJPY,406,408.9,378,383.9,80830.0,31605232.9
2018-04-15,MONAJPY,387.7,408.2,384.4,406,97108.0,38314152.8
2018-04-14,MONAJPY,382.6,392.4,380,387.7,57851.0,22338699.8
2018-04-13,MONAJPY,397.8,430,375.5,382.6,182186.0,72069266.8
2018-04-12,MONAJPY,358.3,397.9,348,397.8,98589.0,36342297.8
2018-04-11,MONAJPY,350.6,359.8,350,358.3,38136.0,13522925.0
2018-04-10,MONAJPY,348.8,354.4,341,350.6,41366.0,14419552.8
2018-04-09,MONAJPY,352.5,364.9,340.5,348.8,88400.0,31131960.0
2018-04-08,MONAJPY,352.6,354.5,348.5,352.5,66043.0,23190778.4
2018-04-07,MONAJPY,348,354,346,352.6,55548.0,19463907.2
2018-04-06,MONAJPY,350.5,360,344,348,59762.0,20962379.5
2018-04-05,MONAJPY,341,361.9,333.5,350.5,84487.0,29255869.1
2018-04-04,MONAJPY,381.9,386.8,331,341,138628.0,48922344.9
2018-04-03,MONAJPY,349,398.2,348.7,381.9,266170.0,99984148.8
2018-04-02,MONAJPY,327.8,359,323.8,349,89983.0,30594000.7
2018-04-01,MONAJPY,335.9,339.4,311,327.8,84400.0,27340863.6
2018-03-31,MONAJPY,333.1,354.6,329.3,335.9,84576.0,28808235.9
2018-03-30,MONAJPY,328,369.9,309.1,333.1,197776.0,65979582.8
2018-03-29,MONAJPY,370,372.5,321,328,144912.0,50292348.1
2018-03-28,MONAJPY,365.6,378.9,350.1,370,93635.0,34413684.8
2018-03-27,MONAJPY,375.4,379.8,358.7,365.6,74782.0,27408843.7
2018-03-26,MONAJPY,384.9,390,350,375.4,160570.0,60539888.5
2018-03-25,MONAJPY,386.1,398,380,384.9,82180.0,31751235.3
2018-03-24,MONAJPY,402,410,385,386.1,73275.0,29120882.9
2018-03-23,MONAJPY,401.1,407,375.7,402,93285.0,36498514.9
2018-03-22,MONAJPY,421,429.8,390,401.1,82458.0,33734468.6
2018-03-21,MONAJPY,438,440.2,417,421,85612.0,36794224.3
2018-03-20,MONAJPY,444.8,449.5,406.1,438,187821.0,80157180.2
2018-03-19,MONAJPY,390.8,450,388,444.8,242976.0,102049880.9
2018-03-18,MONAJPY,374,398,308,390.8,272545.0,93630359.4
2018-03-17,MONAJPY,405.1,414,371,374,118736.0,46595967.6
2018-03-16,MONAJPY,413.8,423.9,397,405.1,134920.0,55252689.8
2018-03-15,MONAJPY,423,429.9,390,413.8,159656.0,65525597.6
2018-03-14,MONAJPY,454,469,412.3,423,157181.0,70424976.6
2018-03-13,MONAJPY,447.1,464,446,454,99697.0,45329735.3
2018-03-12,MONAJPY,444.3,469,441.1,447.1,158735.0,72247733.3
2018-03-11,MONAJPY,439.9,451,430,444.3,129846.0,57109090.3
2018-03-10,MONAJPY,457.5,474.9,438,439.9,143896.0,66004148.6
2018-03-09,MONAJPY,466.3,483,410,457.5,299080.0,131621601.6
2018-03-08,MONAJPY,454,509,450.1,466.3,249958.0,118127424.2
2018-03-07,MONAJPY,534.8,546.9,450,454,240912.0,119757785.9
2018-03-06,MONAJPY,571,573.3,530.3,534.8,156696.0,86717770.1
2018-03-05,MONAJPY,590,597.8,567,571,136730.0,79196030.2
2018-03-04,MONAJPY,573.6,590,558,590,156808.0,90098897.5
2018-03-03,MONAJPY,577,594.9,566,573.6,130218.0,74984842.9
2018-03-02,MONAJPY,588,592,575,577,97968.0,57210424.1
2018-03-01,MONAJPY,582.9,591.5,578,588,77558.0,45374213.2
2018-02-28,MONAJPY,595.8,615,581,582.9,130130.0,77826888.0
2018-02-27,MONAJPY,602.5,618,590,595.8,156441.0,94369643.4
2018-02-26,MONAJPY,587,613.8,566.5,602.5,161756.0,95573959.6
2018-02-25,MONAJPY,599.6,600.5,551,587,172861.0,100278840.2
2018-02-24,MONAJPY,609.5,618,580.1,599.6,183810.0,111252207.2
2018-02-23,MONAJPY,580,627.2,550,609.5,247628.0,146749258.4
2018-02-22,MONAJPY,603,635,540,580,247254.0,146046596.1
2018-02-21,MONAJPY,635,650,560,603,307849.0,187042939.4
2018-02-20,MONAJPY,674,687.8,630,635,221412.0,146484771.4
2018-02-19,MONAJPY,605,685,589,674,334496.0,214578470.5
2018-02-18,MONAJPY,704,705.1,580,605,533294.0,344345044.4
2018-02-17,MONAJPY,735,740,663,704,582175.0,408862868.8
2018-02-16,MONAJPY,552,735,548,735,908388.0,565534485.2
2018-02-15,MONAJPY,513.2,560,502,552,616626.0,331144102.4
2018-02-14,MONAJPY,451.7,519,451.5,513.2,349857.0,166936431.7
2018-02-13,MONAJPY,484.9,489,441,451.7,285204.0,132019510.9
2018-02-12,MONAJPY,422.1,488,422,484.9,320674.0,147217095.2
2018-02-11,MONAJPY,470,471.5,415,422.1,261687.0,113474552.5
2018-02-10,MONAJPY,443,500,433,470,477612.0,225114328.0
2018-02-09,MONAJPY,404,448.9,390,443,290635.0,120298992.2
2018-02-08,MONAJPY,373,429,371,404,419610.0,170410422.4
2018-02-07,MONAJPY,412,428.9,373,373,418864.0,169614810.1
2018-02-06,MONAJPY,354.1,430,334.4,412,424786.0,162277135.8
2018-02-05,MONAJPY,424,445,351.2,354.1,366973.0,148311053.8
2018-02-04,MONAJPY,485,497,405,424,312624.0,140955396.0
2018-02-03,MONAJPY,457,520,415,485,508220.0,238673981.8
2018-02-02,MONAJPY,371,539.9,310,457,781504.0,306307806.7
2018-02-01,MONAJPY,533,545,350,371,786445.0,374184548.1
2018-01-31,MONAJPY,540,555.4,511,533,498433.0,265956654.6
2018-01-30,MONAJPY,623,628.5,539,540,231975.0,136445195.8
2018-01-29,MONAJPY,679.1,690,613,623,178940.0,115753077.4
2018-01-28,MONAJPY,687.1,697,641.1,679.1,190405.0,128310765.5
2018-01-27,MONAJPY,584.6,695,580,687.1,264892.0,167842862.3
2018-01-26,MONAJPY,679.1,700,520,584.6,431383.0,262500548.5
2018-01-25,MONAJPY,688,713,675.1,679.1,152019.0,104475264.4
2018-01-24,MONAJPY,680.5,710,661,688,192397.0,131482642.8
2018-01-23,MONAJPY,715,803,620,680.5,419489.0,301203660.5
2018-01-22,MONAJPY,781.3,798,665,715,300646.0,219325039.4
2018-01-21,MONAJPY,930,933,730,781.3,558720.0,465592911.2
2018-01-20,MONAJPY,690,998,689,930,1558904.0,1380759261.6
2018-01-19,MONAJPY,710.1,745,660,690,189649.0,132817554.1
2018-01-18,MONAJPY,683.8,805,673.3,710.1,307977.0,227806453.5
2018-01-17,MONAJPY,734,750,515.5,683.8,590233.0,374173205.8
2018-01-16,MONAJPY,1004.6,1020,567,734,435228.0,355592430.0
2018-01-15,MONAJPY,929.9,1044,916.1,1004.6,264976.0,258639053.5
2018-01-14,MONAJPY,945,949,899,929.9,126449.0,116412521.4
2018-01-13,MONAJPY,926,950.2,910.8,945,118348.0,110131105.6
2018-01-12,MONAJPY,890,950,878,926,177075.0,163085249.6
2018-01-11,MONAJPY,979.9,1020,880,890,222225.0,210831088.3
2018-01-10,MONAJPY,1099.9,1147.9,929,979.9,272826.0,274014214.3
2018-01-09,MONAJPY,1042,1198,1014.1,1099.9,439976.0,498965103.2
2018-01-08,MONAJPY,999,1044,910,1042,330535.0,317723767.6
2018-01-07,MONAJPY,1008,1050,985,999,194963.0,196003580.3
2018-01-06,MONAJPY,949,1099,900.4,1008,480878.0,475135890.7
2018-01-05,MONAJPY,1099,1120,921,949,295700.0,304755614.8
2018-01-04,MONAJPY,1100,1177,1058.7,1099,350369.0,386493480.7
2018-01-03,MONAJPY,1183.1,1235,1094.7,1100,291848.0,336497999.5
2018-01-02,MONAJPY,1179,1298,1150,1183.1,344143.0,421115749.9
2018-01-01,MONAJPY,1170.7,1195,1106.1,1179,171638.0,196817441.9
2017-12-31,MONAJPY,1060,1250,1020,1170.7,469080.0,517787519.2
2017-12-30,MONAJPY,1221.7,1239.9,1030,1060,336553.0,382770189.6
2017-12-29,MONAJPY,1263.3,1319.9,1121.7,1221.7,329598.0,409264579.5
2017-12-28,MONAJPY,1308.8,1317.5,1200,1263.3,154740.0,191751489.0
2017-12-27,MONAJPY,1341,1395,1293,1308.8,197880.0,265869275.6
2017-12-26,MONAJPY,1299.9,1380,1280,1341,201339.0,269005844.8
2017-12-25,MONAJPY,1220,1388.8,1152.1,1299.9,329893.0,420456552.2
2017-12-24,MONAJPY,1332.8,1340.5,1095,1220,355994.0,430543188.0
2017-12-23,MONAJPY,1315.2,1450,1222,1332.8,300115.0,407241023.4
2017-12-22,MONAJPY,1705,1705.9,900,1315.2,852478.0,1136018156.0
2017-12-21,MONAJPY,1725.8,1793,1645,1705,257482.0,444240266.1
2017-12-20,MONAJPY,1681,1960.8,1571.2,1725.8,680777.0,1202352349.4
2017-12-19,MONAJPY,1680,1777,1600,1681,442006.0,752992633.1
2017-12-18,MONAJPY,1560.1,1798.8,1517,1680,534640.0,892123767.0
2017-12-17,MONAJPY,1589.5,1645,1475.1,1560.1,327847.0,509091990.7
2017-12-16,MONAJPY,1635,1665,1541.1,1589.5,299727.0,487561089.5
2017-12-15,MONAJPY,1630.3,1680,1601,1635,221072.0,362355333.6
2017-12-14,MONAJPY,1646.1,1733,1605,1630.3,372358.0,615478953.0
2017-12-13,MONAJPY,1610,1799,1530,1646.1,485079.0,799538927.4
2017-12-12,MONAJPY,1691.8,1759.8,1540.3,1610,517448.0,858079314.3
2017-12-11,MONAJPY,1677.7,1796.8,1611,1691.8,469490.0,803017387.7
2017-12-10,MONAJPY,1572,1877.2,1250,1677.7,1151116.0,1776636352.7
2017-12-09,MONAJPY,1650,1851.6,1125,1572,1629362.0,2390857373.8
2017-12-08,MONAJPY,1905,2099,1623,1650,574773.0,1075849440.2
2017-12-07,MONAJPY,2100.1,2248,1801,1905,521455.0,1056948021.5
2017-12-06,MONAJPY,1704,2300,1450,2100.1,1382329.0,2652807887.1
2017-12-05,MONAJPY,987.8,1839.9,979,1704,1954663.0,2502603378.7
2017-12-04,MONAJPY,827.4,989,825,987.8,1145917.0,1020178792.4
2017-12-03,MONAJPY,784.9,836,777,827.4,1261029.0,1021869928.7
2017-12-02,MONAJPY,719.2,790,716.1,784.9,1025942.0,772520158.7
2017-12-01,MONAJPY,713,730,672,719.2,598590.0,420308617.8
2017-11-30,MONAJPY,602.1,765,602,713,1404698.0,977540922.4
2017-11-29,MONAJPY,640,720,561,602.1,2177061.0,1393569883.1
2017-11-28,MONAJPY,828,933,528,640,5670476.0,4178513944.2
2017-11-27,MONAJPY,500.2,899.9,500.1,828,3758132.0,2483950769.6
2017-11-26,MONAJPY,504,516.9,473.2,500.2,867516.0,430643511.4
2017-11-25,MONAJPY,500,537.5,460.3,504,2980311.0,1499982611.6
2017-11-24,MONAJPY,388,509.9,385.4,500,1405064.0,610664860.4
2017-11-23,MONAJPY,401.8,408,379,388,661093.0,258725842.6
2017-11-22,MONAJPY,331.1,440,330.5,401.8,3194671.0,1261256617.4
2017-11-21,MONAJPY,332.9,336.9,321,331.1,154765.0,51276288.2
2017-11-20,MONAJPY,342.1,345.2,332,332.9,191805.0,64932181.5
2017-11-19,MONAJPY,345,348.5,336,342.1,231851.0,79568255.7
2017-11-18,MONAJPY,331.5,347.5,325,345,182344.0,61072195.5
2017-11-17,MONAJPY,338,342,326.7,331.5,219830.0,73587554.7
2017-11-16,MONAJPY,345.8,355,335,338,364352.0,124975624.1
2017-11-15,MONAJPY,333,360.9,330.1,345.8,629014.0,218392433.1
2017-11-14,MONAJPY,327.7,334.8,319,333,216121.0,70951769.9
2017-11-13,MONAJPY,311.4,349.9,302.3,327.7,838979.0,279018782.7
2017-11-12,MONAJPY,299.8,338,250.1,311.4,646429.0,191201643.9
2017-11-11,MONAJPY,299.6,311,292.8,299.8,317880.0,95149125.2
2017-11-10,MONAJPY,336.1,342.8,295,299.6,400246.0,126719627.1
2017-11-09,MONAJPY,323.7,349.5,320.5,336.1,647680.0,218119028.3
2017-11-08,MONAJPY,300.3,335.1,295.1,323.7,443994.0,138927853.4
2017-11-07,MONAJPY,302,310,300,300.3,156390.0,47630137.7
2017-11-06,MONAJPY,289.2,320,288,302,475710.0,144564911.6
2017-11-05,MONAJPY,295.9,297.2,281.9,289.2,297851.0,86612495.3
2017-11-04,MONAJPY,298,309.4,291,295.9,344979.0,102992341.0
2017-11-03,MONAJPY,308.9,311.9,280,298,385637.0,114452961.8
2017-11-02,MONAJPY,302,339.6,288,308.9,783816.0,240903640.6
2017-11-01,MONAJPY,334,343,301,302,489273.0,159571232.6
2017-10-31,MONAJPY,348,359,334,334,379822.0,132437699.3
2017-10-30,MONAJPY,326,369.9,318.5,348,1080315.0,376362568.3
2017-10-29,MONAJPY,357.1,357.3,317.5,326,1460852.0,489315236.7
2017-10-28,MONAJPY,384.3,388.8,338,357.1,848784.0,306196989.6
2017-10-27,MONAJPY,389.6,410,378.5,384.3,611632.0,237847445.5
2017-10-26,MONAJPY,432.8,435.4,380.1,389.6,1341882.0,540025765.7
2017-10-25,MONAJPY,439.9,458.7,401.1,432.8,1942964.0,834170036.3
2017-10-24,MONAJPY,325.3,478,315.3,439.9,4421031.0,1760639006.8
2017-10-23,MONAJPY,346.6,353.5,313.3,325.3,948658.0,315218371.8
2017-10-22,MONAJPY,313.9,365.2,310,346.6,1683606.0,564976160.9
2017-10-21,MONAJPY,326.3,339.8,288.1,313.9,1078412.0,335049810.9
2017-10-20,MONAJPY,366.1,366.2,310.6,326.3,1438020.0,481490404.4
2017-10-19,MONAJPY,313.6,398,299.1,366.1,3205029.0,1154385827.5
2017-10-18,MONAJPY,329.7,356.7,250,313.6,2393279.0,718860749.9
2017-10-17,MONAJPY,395,399,326.8,329.7,1404388.0,507984885.3
2017-10-16,MONAJPY,489.1,499.9,340,395,3715830.0,1473941778.1
2017-10-15,MONAJPY,464,498,279.4,489.1,5319393.0,1937658655.4
2017-10-14,MONAJPY,538.9,670,370,464,5780540.0,2973003023.8
2017-10-13,MONAJPY,399.5,728,362,538.9,8303286.0,4043233535.9
2017-10-12,MONAJPY,169,399.5,142.6,399.5,15251788.0,3729251780.7
2017-10-11,MONAJPY,86.6,188,85,169,8333823.0,957889836.1
2017-10-10,MONAJPY,78.1,88.5,77.4,86.6,1720592.0,143112587.3
2017-10-09,MONAJPY,73.3,88.8,73,78.1,2600618.0,209782470.5
2017-10-08,MONAJPY,89,93.2,72,73.3,3457499.0,291566889.0
2017-10-07,MONAJPY,59,98.6,58.7,89,9681955.0,795040588.0
2017-10-06,MONAJPY,52.9,61,52.3,59,1920001.0,110943539.0
2017-10-05,MONAJPY,51.8,53,50.5,52.9,201871.0,10487327.7
2017-10-04,MONAJPY,51.5,53.1,49.6,51.8,462894.0,23775843.9
2017-10-03,MONAJPY,54.3,54.9,48.8,51.5,614249.0,31563390.5
2017-10-02,MONAJPY,50.3,67,49.6,54.3,3067344.0,182515587.6
2017-10-01,MONAJPY,52.4,52.4,48.5,50.3,268977.0,13467839.9
2017-09-30,MONAJPY,49.5,54,49.1,52.4,147101.0,7666917.0
2017-09-29,MONAJPY,49.7,50.1,49,49.5,106592.0,5276366.6
2017-09-28,MONAJPY,52,52.2,49.7,49.7,211190.0,10780290.9
2017-09-27,MONAJPY,50.3,52.1,48.4,52,274372.0,13764758.1
2017-09-26,MONAJPY,51.5,51.8,50.2,50.3,108787.0,5546399.5
2017-09-25,MONAJPY,51.6,52.2,51,51.5,125909.0,6481673.3
2017-09-24,MONAJPY,52.8,53.3,51.2,51.6,107139.0,5582614.9
2017-09-23,MONAJPY,50.6,52.9,50,52.8,192351.0,9944714.1
2017-09-22,MONAJPY,51.6,52.2,50,50.6,130279.0,6630076.9
2017-09-21,MONAJPY,53,54.9,50.7,51.6,227876.0,12084738.6
2017-09-20,MONAJPY,51.1,55,49.8,53,305405.0,16125540.2
2017-09-19,MONAJPY,50.6,52.3,49.2,51.1,205842.0,10409631.9
2017-09-18,MONAJPY,47.4,52,46.3,50.6,356006.0,17594600.1
2017-09-17,MONAJPY,46.9,48.4,44.7,47.4,180434.0,8362783.3
2017-09-16,MONAJPY,47.3,51.7,44.8,46.9,451539.0,21328510.1
2017-09-15,MONAJPY,38,49.7,35.5,47.3,932036.0,39332179.4
2017-09-14,MONAJPY,53.3,53.8,37,38,946386.0,43867991.3
2017-09-13,MONAJPY,56.1,56.1,50.7,53.3,333995.0,17634472.2
2017-09-12,MONAJPY,55.5,57.8,55.1,56.1,200655.0,11367187.8
2017-09-11,MONAJPY,54.1,57,54,55.5,245928.0,13562616.8
2017-09-10,MONAJPY,56.2,56.2,51,54.1,494136.0,26357750.3
2017-09-09,MONAJPY,57.6,57.8,54.1,56.2,312113.0,17358755.9
2017-09-08,MONAJPY,61.3,61.3,55.2,57.6,352208.0,20398659.7
2017-09-07,MONAJPY,63.5,63.8,58,61.3,448559.0,27771872.4
2017-09-06,MONAJPY,57.5,64.4,57,63.5,771061.0,47148364.6
2017-09-05,MONAJPY,60.5,60.7,52.5,57.5,900401.0,51321522.5
2017-09-04,MONAJPY,59.8,69,58,60.5,2189295.0,137394137.4
2017-09-03,MONAJPY,57.1,59.9,56.9,59.8,507478.0,29607404.2
2017-09-02,MONAJPY,57.5,58.2,54,57.1,388885.0,21947519.6
2017-09-01,MONAJPY,54.1,59.4,53.5,57.5,454243.0,25183839.3
2017-08-31,MONAJPY,52.5,54.8,51.5,54.1,421198.0,22574191.4
2017-08-30,MONAJPY,52.4,54.8,51.3,52.5,380616.0,20133389.2
2017-08-29,MONAJPY,53,53.8,49.7,52.4,501134.0,25573086.5
2017-08-28,MONAJPY,55.4,58,49.3,53,623913.0,33018106.6
2017-08-27,MONAJPY,54.5,63.2,52.4,55.4,1168514.0,67711840.7
2017-08-26,MONAJPY,47,57.1,46.5,54.5,1750397.0,91568716.2
2017-08-25,MONAJPY,45.6,48.5,45.4,47,402956.0,19104346.9
2017-08-24,MONAJPY,45,46.3,45,45.6,217066.0,9857953.4
2017-08-23,MONAJPY,46.3,46.5,44,45,216050.0,9768203.0
2017-08-22,MONAJPY,48,49.6,45.2,46.3,626298.0,29774421.7
2017-08-21,MONAJPY,43,50,42.5,48,1176305.0,54740594.8
2017-08-20,MONAJPY,42.4,45,41.9,43,448233.0,19147114.3
2017-08-19,MONAJPY,41,46.5,40.2,42.4,1055351.0,45221315.6
2017-08-18,MONAJPY,42.7,44,40.5,41,388536.0,16426982.8
2017-08-17,MONAJPY,46.1,46.5,41.3,42.7,447608.0,19399535.8
2017-08-16,MONAJPY,43.5,46.8,43.4,46.1,450651.0,20219093.7
2017-08-15,MONAJPY,41.6,43.6,40.3,43.5,283279.0,11839800.7
2017-08-14,MONAJPY,44,44.4,40.2,41.6,348534.0,14455636.5
2017-08-13,MONAJPY,41.2,49.8,40.5,44,727917.0,32266633.6
2017-08-12,MONAJPY,45.1,45.1,40.5,41.2,435506.0,18631942.6
2017-08-11,MONAJPY,46.6,47.3,44.7,45.1,245639.0,11299307.9
2017-08-10,MONAJPY,48.8,49.1,46,46.6,306060.0,14461302.6
2017-08-09,MONAJPY,46.4,54.2,46.3,48.8,617170.0,30925362.6
2017-08-08,MONAJPY,47.8,49.1,45,46.4,565254.0,26254407.5
2017-08-07,MONAJPY,53.3,54,47.2,47.8,734649.0,37308566.2
2017-08-06,MONAJPY,53.8,54.3,53.2,53.3,184184.0,9872707.1
2017-08-05,MONAJPY,54.1,55.2,53.1,53.8,300546.0,16279306.8
2017-08-04,MONAJPY,54.4,55.9,53.8,54.1,168917.0,9187033.7
2017-08-03,MONAJPY,53.5,55.3,52.2,54.4,215199.0,11578225.0
2017-08-02,MONAJPY,58.6,58.6,53.2,53.5,396238.0,22285345.3
2017-08-01,MONAJPY,54.5,60.8,53.5,58.6,670092.0,38208494.8
2017-07-31,MONAJPY,53.4,54.5,52.5,54.5,271221.0,14566994.1
2017-07-30,MONAJPY,55.1,55.5,52.4,53.4,195060.0,10563020.7
2017-07-29,MONAJPY,54.8,55.8,51.8,55.1,836452.0,45462409.0
2017-07-28,MONAJPY,56.1,57.9,54,54.8,341482.0,19260291.3
2017-07-27,MONAJPY,54.9,58.7,54.2,56.1,389479.0,21698067.3
2017-07-26,MONAJPY,57.5,60.4,53.1,54.9,381721.0,21679173.5
2017-07-25,MONAJPY,65,65.4,56.7,57.5,1115344.0,67077464.6
2017-07-24,MONAJPY,66.2,67.9,64.4,65,257358.0,16822752.9
2017-07-23,MONAJPY,66.5,69.6,61.3,66.2,926643.0,61110745.0
2017-07-22,MONAJPY,60,68.5,58.5,66.5,1200117.0,77510927.9
2017-07-21,MONAJPY,52.2,64.4,51.5,60,1089129.0,63048099.8
2017-07-20,MONAJPY,47.1,52.7,46.9,52.2,663985.0,33413228.0
2017-07-19,MONAJPY,51.4,52.8,47,47.1,555604.0,27854783.9
2017-07-18,MONAJPY,53.9,56,49.7,51.4,824871.0,43220126.4
2017-07-17,MONAJPY,45.3,53.9,44,53.9,1025885.0,49948803.1
2017-07-16,MONAJPY,48,59,41,45.3,2255100.0,111846157.0
2017-07-15,MONAJPY,52.9,53.2,40.3,48,2170342.0,99679810.5
2017-07-14,MONAJPY,65.4,65.7,51,52.9,1137326.0,65213316.8
2017-07-13,MONAJPY,64.6,72,63.1,65.4,764330.0,51544842.5
2017-07-12,MONAJPY,59.5,65.9,57.4,64.6,727675.0,44795968.6
2017-07-11,MONAJPY,70.6,71.6,56.3,59.5,2122897.0,133728189.9
2017-07-10,MONAJPY,82.2,83.3,61.6,70.6,1577566.0,117056955.8
2017-07-09,MONAJPY,83.6,84.7,81.9,82.2,219524.0,18216311.6
2017-07-08,MONAJPY,83.9,86,81.1,83.6,445459.0,37170357.0
2017-07-07,MONAJPY,89,89.5,80.4,83.9,987123.0,84735168.6
2017-07-06,MONAJPY,88,94.2,85.1,89,1252785.0,112134755.9
2017-07-05,MONAJPY,82.7,88.5,80.4,88,593269.0,50570410.8
2017-07-04,MONAJPY,80.2,84.9,78.1,82.7,404696.0,32383223.7
2017-07-03,MONAJPY,86.4,88.6,77.7,80.2,406286.0,33520531.1
2017-07-02,MONAJPY,90.2,90.5,77,86.4,1423737.0,119643563.8
2017-07-01,MONAJPY,92.5,99.8,87.4,90.2,2581314.0,245460020.8
2017-06-30,MONAJPY,84.1,95.9,81.6,92.5,1117694.0,99656456.8
2017-06-29,MONAJPY,79.2,84.8,79.2,84.1,828669.0,69255499.6
2017-06-28,MONAJPY,77,79.4,76.1,79.2,508195.0,39720458.8
2017-06-27,MONAJPY,74,79.5,70.6,77,1232296.0,94108891.2
2017-06-26,MONAJPY,74.7,78.4,66.2,74,1386046.0,101009896.6
2017-06-25,MONAJPY,74.6,80.8,72.6,74.7,2250245.0,173716178.2
2017-06-24,MONAJPY,73.5,80.2,66,74.6,1755767.0,129363057.3
2017-06-23,MONAJPY,75.3,76.6,66.1,73.5,1721411.0,123594317.8
2017-06-22,MONAJPY,83.7,85.9,68.8,75.3,2076204.0,161084427.5
2017-06-21,MONAJPY,73.5,94,70,83.7,4811738.0,403033325.0
2017-06-20,MONAJPY,49.8,76,49.8,73.5,5569330.0,325137704.0
2017-06-19,MONAJPY,42.7,49.9,42.1,49.8,2794147.0,131826578.6
2017-06-18,MONAJPY,42.5,43.1,41.7,42.7,942208.0,40048564.2
2017-06-17,MONAJPY,41,43,40.5,42.5,1839770.0,77131003.4
2017-06-16,MONAJPY,40,41.9,38.9,41,1164659.0,47006571.4
2017-06-15,MONAJPY,41,41.8,34.4,40,721027.0,26897691.8
2017-06-14,MONAJPY,42.9,43.7,39.1,41,477935.0,20002650.0
2017-06-13,MONAJPY,39.2,43.1,38.9,42.9,428669.0,17371741.4
2017-06-12,MONAJPY,41.3,43.4,38.2,39.2,727453.0,29856225.6
2017-06-11,MONAJPY,43.6,44.4,40,41.3,634761.0,26449922.1
2017-06-10,MONAJPY,39.5,45,39.4,43.6,1074830.0,45352073.3
2017-06-09,MONAJPY,38.1,39.5,37.4,39.5,372822.0,14318329.9
2017-06-08,MONAJPY,39.4,39.8,37,38.1,570076.0,21962062.6
2017-06-07,MONAJPY,37,39.9,36.6,39.4,724648.0,27832083.4
