Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume EUR
2018-06-19,BCHEUR,757.96,922,757.96,773.98,0.2198,172.93
2018-06-18,BCHEUR,738,757.96,738,757.96,0.3274,244.67
2018-06-17,BCHEUR,738,738,738,738,0.0,0.0
2018-06-16,BCHEUR,738,738,738,738,0.0,0.0
2018-06-15,BCHEUR,738,738,738,738,0.0,0.0
2018-06-14,BCHEUR,738,738,738,738,0.0,0.0
2018-06-13,BCHEUR,738,738,738,738,0.0,0.0
2018-06-12,BCHEUR,829.69,990,738,738,0.4272,358.31
2018-06-11,BCHEUR,805.2,829.69,764.16,829.69,0.483,391.37
2018-06-10,BCHEUR,1087,1087,793.38,805.2,1.91,1670.14
2018-06-09,BCHEUR,950,1087,920,1087,0.09005,97.77
2018-06-08,BCHEUR,950,950,950,950,0.0,0.0
2018-06-07,BCHEUR,1028.43,1208,950,950,1.09,1151.82
2018-06-06,BCHEUR,890.12,1028.43,890.12,1028.43,0.2051,210.93
2018-06-05,BCHEUR,995,995,890.12,890.12,0.01428,12.71
2018-06-04,BCHEUR,995,995,995,995,0.0,0.0
2018-06-03,BCHEUR,945,995,934.99,995,0.1624,155.23
2018-06-02,BCHEUR,777,950,777,945,1.03,973.99
2018-06-01,BCHEUR,777,777,777,777,0.0,0.0
2018-05-31,BCHEUR,777,777,777,777,0.01535,11.92
2018-05-30,BCHEUR,782.52,782.52,777,777,0.002486,1.93
2018-05-29,BCHEUR,800,818,781.28,782.52,0.1878,152.35
2018-05-28,BCHEUR,871.83,1139,800,800,0.3468,326.95
2018-05-27,BCHEUR,871.83,871.83,871.83,871.83,0.0,0.0
2018-05-26,BCHEUR,895.69,895.69,854.36,871.83,0.06681,57.21
2018-05-25,BCHEUR,886.82,895.69,886.82,895.69,0.03341,29.93
2018-05-24,BCHEUR,890,890,829,886.82,0.6858,590.38
2018-05-23,BCHEUR,1002,1002,890,890,0.806,718.7
2018-05-22,BCHEUR,1075,1075,1002,1002,0.3355,336.27
2018-05-21,BCHEUR,1075,1075,1075,1075,0.0,0.0
2018-05-20,BCHEUR,1050,1082.77,890.07,1075,3.58,3764.84
2018-05-19,BCHEUR,1050,1050,1050,1050,0.0,0.0
2018-05-18,BCHEUR,1050,1050,1050,1050,0.0,0.0
2018-05-17,BCHEUR,1166.74,1354.15,1050,1050,0.2078,224.69
2018-05-16,BCHEUR,1166.74,1166.74,1166.74,1166.74,0.0,0.0
2018-05-15,BCHEUR,1215.02,1215.02,1166.74,1166.74,0.04959,58.37
2018-05-14,BCHEUR,1233.33,1233.33,1215.02,1215.02,0.003919,4.82
2018-05-13,BCHEUR,1115.57,1233.33,1115.57,1233.33,0.1367,166.31
2018-05-12,BCHEUR,1203.71,1206.8,1080,1115.57,0.269,304.34
2018-05-11,BCHEUR,1315,1315,1157.43,1203.71,19.93,25507.24
2018-05-10,BCHEUR,1375.07,1426.12,1315,1315,0.1739,237.91
2018-05-09,BCHEUR,1323.93,1379.87,1285,1375.07,19.88,25583.11
2018-05-08,BCHEUR,1387.84,1387.84,1313.6,1323.93,0.3379,447.51
2018-05-07,BCHEUR,1455.6,1466.1,1330,1387.84,0.3449,470.73
2018-05-06,BCHEUR,1371.89,1499.59,1325.05,1455.6,0.2843,409.43
2018-05-05,BCHEUR,1150,1387.39,1150,1371.89,42.38,55138.83
2018-05-04,BCHEUR,1227.36,1227.36,1150,1150,0.001095,1.26
2018-05-03,BCHEUR,1167.3,1253,1167.3,1227.36,0.2836,354.47
2018-05-02,BCHEUR,1100,1167.3,1100,1167.3,0.07689,88.62
2018-05-01,BCHEUR,1133.49,1133.49,1099.99,1100,0.04459,49.05
2018-04-30,BCHEUR,1177.44,1177.44,1133.49,1133.49,0.1504,172.32
2018-04-29,BCHEUR,1188.88,1263,1164.01,1177.44,0.3303,390.84
2018-04-28,BCHEUR,1188.88,1188.88,1188.88,1188.88,0.0,0.0
2018-04-27,BCHEUR,1066,1191.15,1066,1188.88,0.1678,195.59
2018-04-26,BCHEUR,1274.28,1274.28,1066,1066,0.05395,57.91
2018-04-25,BCHEUR,1274.28,1274.28,1274.28,1274.28,0.0,0.0
2018-04-24,BCHEUR,1140.94,1284,1140.94,1274.28,0.6558,794.63
2018-04-23,BCHEUR,986.12,1150,978.41,1140.94,0.949,1032.13
2018-04-22,BCHEUR,903.54,986.12,903.54,986.12,0.8409,813.41
2018-04-21,BCHEUR,910.75,944.37,836.4,903.54,1.88,1742.76
2018-04-20,BCHEUR,780,929.83,780,910.75,3.22,2837.76
2018-04-19,BCHEUR,718,780,713.93,780,2.47,1855.78
2018-04-18,BCHEUR,640,718,618.43,718,0.9279,651.34
2018-04-17,BCHEUR,639.99,640,638.99,640,0.188,120.15
2018-04-16,BCHEUR,681,681,595.76,639.99,0.01434,8.85
2018-04-15,BCHEUR,609,681,609,681,0.01744,11.88
2018-04-14,BCHEUR,629.12,629.12,609,609,0.06581,40.08
2018-04-13,BCHEUR,588.99,629.12,588.99,629.12,1.21,745.35
2018-04-12,BCHEUR,512,588.99,512,588.99,0.4639,270.96
2018-04-11,BCHEUR,512,512,512,512,0.0,0.0
2018-04-10,BCHEUR,520,520,512,512,0.0008592,0.4399
2018-04-09,BCHEUR,524.49,537.5,520,520,0.03135,16.67
2018-04-08,BCHEUR,500,524.49,500,524.49,0.1547,80.93
2018-04-07,BCHEUR,500,500,500,500,0.0,0.0
2018-04-06,BCHEUR,537,537,500,500,0.5668,289.92
2018-04-05,BCHEUR,537,537,529.3,529.3,0.2581,137.67
2018-04-04,BCHEUR,578.83,580.56,537,537,0.4412,254.44
2018-04-03,BCHEUR,537,578.83,537,578.83,0.07713,44.65
2018-04-02,BCHEUR,537,537,537,537,0.0,0.0
2018-04-01,BCHEUR,563.13,578.83,537,537,0.1065,59.66
2018-03-31,BCHEUR,574.99,579.44,561.66,563.13,1.47,840.22
2018-03-30,BCHEUR,592,630.02,564.22,574.99,1.07,633.46
2018-03-29,BCHEUR,708,724,592,592,14.34,10075.82
2018-03-28,BCHEUR,724,869,708,708,3.32,2738.84
2018-03-27,BCHEUR,810,859,724,724,0.1911,143.16
2018-03-26,BCHEUR,810,810,810,810,0.0,0.0
2018-03-25,BCHEUR,810,810,810,810,0.0,0.0
2018-03-24,BCHEUR,810,810,810,810,0.0,0.0
2018-03-23,BCHEUR,810,810,810,810,0.0,0.0
2018-03-22,BCHEUR,840.75,840.75,810,810,0.4257,353.0
2018-03-21,BCHEUR,874,874,831.85,840.75,0.2708,229.86
2018-03-20,BCHEUR,801.74,874,796.65,874,0.949,786.09
2018-03-19,BCHEUR,742.25,824.93,742.25,801.74,1.09,867.36
2018-03-18,BCHEUR,809.76,809.76,730,742.25,2.28,1741.2
2018-03-17,BCHEUR,852,852,806.77,809.76,0.529,437.49
2018-03-16,BCHEUR,785.41,864.82,746,852,4.05,3341.7
2018-03-15,BCHEUR,811.1,920,761.26,785.41,3.64,2987.18
2018-03-14,BCHEUR,858.96,1325,810,811.1,21.12,24971.75
2018-03-13,BCHEUR,844,892.42,840.59,858.96,1.57,1348.86
2018-03-12,BCHEUR,940,947.99,841,844,2.22,1944.08
2018-03-11,BCHEUR,865,940,860,940,3.17,2753.95
2018-03-10,BCHEUR,813.08,890,813.08,865,1.31,1138.82
2018-03-09,BCHEUR,859.86,859.86,588,813.08,8.89,7046.99
2018-03-08,BCHEUR,892.34,904.95,859.43,859.86,2.01,1759.31
2018-03-07,BCHEUR,961.8,973,856.11,892.34,1.31,1176.92
2018-03-06,BCHEUR,1040.04,1040.04,961.8,961.8,0.6025,598.02
2018-03-05,BCHEUR,1012,1064.52,1012,1040.04,1.49,1571.97
2018-03-04,BCHEUR,1065.98,1065.98,1001,1012,2.72,2766.2
2018-03-03,BCHEUR,1055.43,1065.98,1055.43,1065.98,0.01407,14.99
2018-03-02,BCHEUR,1064,1075.4,1030,1055.43,1.58,1681.2
2018-03-01,BCHEUR,999.84,1064,999.84,1064,2.21,2284.21
2018-02-28,BCHEUR,1023,1300,983.94,999.84,6.53,6850.45
2018-02-27,BCHEUR,997.11,1050,997.11,1023,0.7663,793.39
2018-02-26,BCHEUR,944.9,1025,944.9,997.11,1.44,1435.48
2018-02-25,BCHEUR,947.6,1001.27,928.2,944.9,4.16,4027.72
2018-02-24,BCHEUR,1029.9,1041,947.6,947.6,0.3521,344.38
2018-02-23,BCHEUR,961,1049.94,961,1029.9,1.12,1118.45
2018-02-22,BCHEUR,1005,1087.89,961,961,3.58,3762.13
2018-02-21,BCHEUR,1173.86,1180.56,594,1005,4.16,3982.61
2018-02-20,BCHEUR,1224.53,1265.78,1072.5,1173.86,3.1,3834.86
2018-02-19,BCHEUR,1188,1248.05,1188,1224.53,2.78,3422.53
2018-02-18,BCHEUR,1249.88,1600,1139.7,1188,3.03,3820.42
2018-02-17,BCHEUR,1215,1268.99,1215,1249.88,4.11,5119.84
2018-02-16,BCHEUR,1110,1230,1110,1215,4.61,5457.44
2018-02-15,BCHEUR,1083.11,1187,1070.5,1110,3.05,3398.05
2018-02-14,BCHEUR,1003.9,1275,1003.9,1083.11,3.32,3649.32
2018-02-13,BCHEUR,1061.5,1079.85,925,1003.9,1.18,1191.63
2018-02-12,BCHEUR,1010,1079.9,1010,1061.5,1.38,1442.03
2018-02-11,BCHEUR,1030,1160,995.69,1010,3.89,3933.72
2018-02-10,BCHEUR,1075.88,2290,1000,1030,24.99,34167.64
2018-02-09,BCHEUR,1072.62,1270,1063,1075.88,7.26,8165.16
2018-02-08,BCHEUR,780,1111,780,1072.62,16.31,16498.24
2018-02-07,BCHEUR,770,850,770,780,4.01,3324.91
2018-02-06,BCHEUR,774.5,774.5,507.77,770,6.57,4708.16
2018-02-05,BCHEUR,921,998.9,507.77,774.5,7.54,5669.98
2018-02-04,BCHEUR,1050,1050,921,921,0.3827,380.72
2018-02-03,BCHEUR,1048,1069.99,955,1050,1.13,1140.6
2018-02-02,BCHEUR,1000,1048,795,1048,4.3,3612.61
2018-02-01,BCHEUR,1287,1287,940.01,1000,4.62,4853.12
2018-01-31,BCHEUR,1190,1390,1131,1287,5.49,6869.96
2018-01-30,BCHEUR,1333.33,1333.33,1144,1190,3.14,4049.68
2018-01-29,BCHEUR,1404.87,1433.4,1333,1333.33,1.96,2684.7
2018-01-28,BCHEUR,1313.6,1500,1313.6,1404.87,2.51,3535.93
2018-01-27,BCHEUR,1348,1348,1271,1313.6,1.38,1776.19
2018-01-26,BCHEUR,1356.81,1360,1241,1348,4.02,5175.34
2018-01-25,BCHEUR,1325.62,1371,1286,1356.81,0.6514,884.58
2018-01-24,BCHEUR,1380,1380,1317.58,1325.62,0.551,747.9
2018-01-23,BCHEUR,1301,1449,1275,1380,3.03,3909.34
2018-01-22,BCHEUR,1500,1592.08,1301,1301,10.93,14409.82
2018-01-21,BCHEUR,1700,1700,1500,1500,4.31,6825.08
2018-01-20,BCHEUR,1460,2500,1460,1700,9.1,17265.36
2018-01-19,BCHEUR,1460,1659,1460,1460,2.01,3209.95
2018-01-18,BCHEUR,1769.78,1797.77,1450.01,1460,2.19,3377.79
2018-01-17,BCHEUR,1400,1797.77,1200,1769.78,11.52,15164.25
2018-01-16,BCHEUR,2100,2100,1251.01,1400,12.47,22823.76
2018-01-15,BCHEUR,2100,2250,2015.5,2100,2.73,5663.44
2018-01-14,BCHEUR,2224.11,2359,2100,2100,1.87,4140.15
2018-01-13,BCHEUR,2251.23,2333,2140.01,2224.11,3.33,7390.43
2018-01-12,BCHEUR,2130,2319,2060,2251.23,9.08,19967.2
2018-01-11,BCHEUR,2394.72,2449.95,2121.49,2130,8.71,19500.97
2018-01-10,BCHEUR,2130,2585,2025.5,2394.72,10.9,24515.13
2018-01-09,BCHEUR,2178.36,2178.85,2020,2130,2.56,5380.42
2018-01-08,BCHEUR,2117.07,2178.86,2020,2178.36,1.51,3189.61
2018-01-07,BCHEUR,2059.98,2225,2059.98,2117.07,2.45,5267.53
2018-01-06,BCHEUR,2010,2295,1980,2059.98,7.39,15547.03
2018-01-05,BCHEUR,2033.1,2120,1923.6,2010,2.2,4536.59
2018-01-04,BCHEUR,2317.32,2317.32,2025.04,2033.1,4.09,8561.99
2018-01-03,BCHEUR,2250,2318.42,2180,2317.32,5.09,11410.47
2018-01-02,BCHEUR,2002,2385,2002,2250,7.52,16702.41
2018-01-01,BCHEUR,2100,2100,2002,2002,1.87,3883.8
2017-12-31,BCHEUR,2124.98,2249.97,1005,2100,6.77,13213.5
2017-12-30,BCHEUR,2396.98,2396.98,2045,2124.98,3.74,7841.01
2017-12-29,BCHEUR,2340,2493.21,2040,2396.98,5.87,13224.13
2017-12-28,BCHEUR,2330.53,2388.28,2100.5,2340,1.56,3552.85
2017-12-27,BCHEUR,2550,2575,2300,2330.53,2.55,6110.4
2017-12-26,BCHEUR,2750,2750,2362.94,2550,3.46,8771.65
2017-12-25,BCHEUR,2500,2780.97,2375,2750,0.1615,429.86
2017-12-24,BCHEUR,2700.01,2868.19,2300.5,2500,1.1,2883.75
2017-12-23,BCHEUR,2437.99,2990.65,2320,2700.01,7.08,19205.51
2017-12-22,BCHEUR,2867.65,2989.31,1311.31,2437.99,31.77,73850.37
2017-12-21,BCHEUR,3419,3419.39,2701,2867.65,19.61,57320.42
2017-12-20,BCHEUR,2771,3985,2400,3419,26.7,85585.64
2017-12-19,BCHEUR,1868,3268,1801.03,2771,19.77,41759.26
2017-12-18,BCHEUR,1539.45,1898,1420,1868,28.36,45887.13
2017-12-17,BCHEUR,1445,1546.83,1331.5,1539.45,8.95,13253.84
2017-12-16,BCHEUR,1500,1561.15,1441,1445,6.62,9853.24
2017-12-15,BCHEUR,1639,1639,1412,1500,3.13,4713.78
2017-12-14,BCHEUR,1329.98,1688,1312,1639,17.35,26523.7
2017-12-13,BCHEUR,1329.99,1400,1291.66,1329.98,17.22,23277.24
2017-12-12,BCHEUR,1100,1350,1100,1329.99,4.02,5132.24
2017-12-11,BCHEUR,1106,1297.9,1015,1100,10.79,12638.56
2017-12-10,BCHEUR,1140,1218.37,1105.01,1106,3.97,4393.64
2017-12-09,BCHEUR,1120.52,1290.53,1120.52,1140,3.0,3518.33
2017-12-08,BCHEUR,1082,1388.5,1051.1,1120.52,29.81,36249.8
2017-12-07,BCHEUR,1198,1230,1014.01,1082,6.28,7212.92
2017-12-06,BCHEUR,1244,1275.8,7,1198,27.41,21649.02
2017-12-05,BCHEUR,1232.93,1296.41,1231,1244,7.26,9197.97
2017-12-04,BCHEUR,1264.01,1332.9,1140,1232.93,3.53,4402.67
2017-12-03,BCHEUR,1229.99,1229.99,1229.99,1229.99,0.0,0.0
2017-12-02,BCHEUR,1210.1,1295.44,1210.09,1229.99,1.5,1847.64
2017-12-01,BCHEUR,1100,1390,1080,1210.1,19.61,24028.79
2017-11-30,BCHEUR,250,250,250,250,0.0,0.0
2017-11-29,BCHEUR,250,250,250,250,0.0,0.0
2017-11-28,BCHEUR,250,250,250,250,0.0,0.0
2017-11-27,BCHEUR,250,250,250,250,0.0,0.0
2017-11-26,BCHEUR,250,250,250,250,0.0,0.0
2017-11-25,BCHEUR,250,250,250,250,0.0,0.0
2017-11-24,BCHEUR,250,250,250,250,0.0,0.0
2017-11-23,BCHEUR,250,250,250,250,0.0,0.0
2017-11-22,BCHEUR,250,250,250,250,0.0,0.0
2017-11-21,BCHEUR,250,250,250,250,0.0,0.0
2017-11-20,BCHEUR,250,250,250,250,0.0,0.0
2017-11-19,BCHEUR,250,250,250,250,0.0,0.0
2017-11-18,BCHEUR,250,250,250,250,0.0,0.0
2017-11-17,BCHEUR,250,250,250,250,0.0,0.0
2017-11-16,BCHEUR,250,250,250,250,0.0,0.0
2017-11-15,BCHEUR,250,250,250,250,0.0,0.0
2017-11-14,BCHEUR,250,250,250,250,0.0,0.0
2017-11-13,BCHEUR,250,250,250,250,0.0,0.0
2017-11-12,BCHEUR,250,250,250,250,0.0,0.0
2017-11-11,BCHEUR,250,250,250,250,0.0,0.0
2017-11-10,BCHEUR,250,250,250,250,0.0,0.0
2017-11-09,BCHEUR,250,250,250,250,0.0,0.0
2017-11-08,BCHEUR,250,250,250,250,0.0,0.0
2017-11-07,BCHEUR,250,250,250,250,0.0,0.0
2017-11-06,BCHEUR,250,250,250,250,0.0,0.0
2017-11-05,BCHEUR,250,250,250,250,0.0,0.0
2017-11-04,BCHEUR,250,250,250,250,0.0,0.0
2017-11-03,BCHEUR,250,250,250,250,0.0,0.0
2017-11-02,BCHEUR,250,250,250,250,0.0,0.0
2017-11-01,BCHEUR,250,250,250,250,0.0,0.0
2017-10-31,BCHEUR,250,250,250,250,0.0,0.0
2017-10-30,BCHEUR,250,250,250,250,0.0,0.0
2017-10-29,BCHEUR,250,250,250,250,0.0,0.0
2017-10-28,BCHEUR,250,250,250,250,0.0,0.0
2017-10-27,BCHEUR,250,250,250,250,0.0,0.0
2017-10-26,BCHEUR,250,250,250,250,0.0,0.0
2017-10-25,BCHEUR,250,250,250,250,0.0,0.0
2017-10-24,BCHEUR,250,250,250,250,0.0,0.0
2017-10-23,BCHEUR,250,250,250,250,0.0,0.0
2017-10-22,BCHEUR,250,250,250,250,0.0,0.0
2017-10-21,BCHEUR,250,250,250,250,0.0,0.0
2017-10-20,BCHEUR,250,250,250,250,0.0,0.0
2017-10-19,BCHEUR,250,250,250,250,0.0,0.0
2017-10-18,BCHEUR,250,250,250,250,0.0,0.0
2017-10-17,BCHEUR,250,250,250,250,0.0,0.0
2017-10-16,BCHEUR,250,250,250,250,0.0,0.0
2017-10-15,BCHEUR,250,250,250,250,0.0,0.0
2017-10-14,BCHEUR,250,250,250,250,0.0,0.0
2017-10-13,BCHEUR,250,250,250,250,0.0,0.0
2017-10-12,BCHEUR,250,250,250,250,0.0,0.0
2017-10-11,BCHEUR,250,250,250,250,0.0,0.0
2017-10-10,BCHEUR,250,250,250,250,0.0,0.0
2017-10-09,BCHEUR,290,290,250,250,8.51,2458.79
2017-10-08,BCHEUR,302,313,300.97,300.97,6.3,1910.77
2017-10-07,BCHEUR,321.02,324.99,315,315,8.53,2688.55
2017-10-06,BCHEUR,307.02,307.02,307.02,307.02,0.0,0.0
2017-10-05,BCHEUR,318.98,318.98,307,307.02,0.1685,51.74
2017-10-04,BCHEUR,350.01,350.01,350.01,350.01,0.0,0.0
2017-10-03,BCHEUR,355.01,370.97,350.01,350.01,0.001558,0.5559
2017-10-02,BCHEUR,362.05,362.05,361.55,361.55,0.4372,158.07
2017-10-01,BCHEUR,371.01,373.99,341.1,362.05,2.28,850.85
2017-09-30,BCHEUR,371.01,371.01,371.01,371.01,0.003662,1.36
2017-09-29,BCHEUR,398.01,398.01,389,389,0.1266,49.24
2017-09-28,BCHEUR,369.01,369.01,369.01,369.01,0.0,0.0
2017-09-27,BCHEUR,369.01,369.01,369.01,369.01,0.0,0.0
2017-09-26,BCHEUR,439.99,439.99,369.01,369.01,3.21,1285.0
2017-09-25,BCHEUR,439.99,439.99,439.99,439.99,0.0,0.0
2017-09-24,BCHEUR,439.99,439.99,439.99,439.99,0.0,0.0
2017-09-23,BCHEUR,439.99,439.99,439.99,439.99,0.0,0.0
2017-09-22,BCHEUR,378.01,439.99,352,439.99,32.91,12164.88
2017-09-21,BCHEUR,414.98,414.98,378,378.01,3.96,1604.96
2017-09-20,BCHEUR,444.14,444.14,414.98,414.98,0.3106,129.72
2017-09-19,BCHEUR,417.01,444.14,406.01,444.14,1.28,550.89
2017-09-18,BCHEUR,374.89,434.99,374.89,417.01,1.71,689.03
2017-09-17,BCHEUR,377,390,374.89,374.89,4.08,1572.49
2017-09-16,BCHEUR,390,419.8,341.11,377,1.4,528.25
2017-09-15,BCHEUR,335.02,390,283,390,6.12,2131.58
2017-09-14,BCHEUR,514.99,514.99,280,335.02,6.05,2168.41
2017-09-13,BCHEUR,504,516.99,435,514.99,6.02,2753.03
2017-09-12,BCHEUR,477,519.9,477,504,1.43,734.12
2017-09-11,BCHEUR,513.3,513.3,477,477,0.9053,433.92
2017-09-10,BCHEUR,514.5,547.99,513.3,513.3,2.23,1209.8
2017-09-09,BCHEUR,514,592.99,514,514.5,1.52,799.93
2017-09-08,BCHEUR,624,624,513.5,514,2.35,1301.88
2017-09-07,BCHEUR,555,624,537.21,624,2.82,1573.93
2017-09-06,BCHEUR,460,555,460,555,4.5,2319.38
2017-09-05,BCHEUR,455,495.99,450,460,2.52,1151.06
2017-09-04,BCHEUR,519,519,450,455,8.54,3868.05
2017-09-03,BCHEUR,455.01,519,455.01,519,6.23,3137.62
2017-09-02,BCHEUR,533,534.63,455.01,455.01,6.25,3090.64
2017-09-01,BCHEUR,510,535,493,533,20.13,10379.4
2017-08-31,BCHEUR,470.01,510,470.01,510,2.75,1374.15
2017-08-30,BCHEUR,460,507,452,470.01,8.63,4144.85
2017-08-29,BCHEUR,491.25,494.75,460,460,11.3,5244.22
2017-08-28,BCHEUR,472,499.99,451.12,491.25,2.08,990.04
2017-08-27,BCHEUR,501.01,501.02,452,472,17.13,7908.58
2017-08-26,BCHEUR,515,529,501,501.01,9.12,4629.79
2017-08-25,BCHEUR,509,515,502,515,4.96,2552.85
2017-08-24,BCHEUR,517.5,525,509,509,10.28,5277.76
2017-08-23,BCHEUR,526,556.8,517.5,517.5,5.65,2963.97
2017-08-22,BCHEUR,530,550,500,526,7.87,4095.3
2017-08-21,BCHEUR,558,558,490,530,24.22,13079.99
